path,package,class,lines,sha1
thaumcraft/api/aspects/IAspectSource.java,thaumcraft.api.aspects,IAspectSource,11,1231590fe3be4bfbe6a906f0d283ef8684bd9e7d
thaumcraft/api/aspects/IEssentiaContainerItem.java,thaumcraft.api.aspects,IEssentiaContainerItem,16,a3671ab4bf7f06d68d43927a5346d47249bcc960
thaumcraft/api/aspects/IEssentiaTransport.java,thaumcraft.api.aspects,IEssentiaTransport,36,4cce5caf9c0c0cd5a5a54b8bba199c4a5f8b9d0b
thaumcraft/api/crafting/CrucibleRecipe.java,thaumcraft.api.crafting,CrucibleRecipe,95,29c554837945c822a4a2d9abe7b556f074fe22f8
thaumcraft/api/crafting/IArcaneRecipe.java,thaumcraft.api.crafting,IArcaneRecipe,30,497438cd62d2060dbf829518807ccf30b5fafd57
thaumcraft/api/crafting/IInfusionStabiliser.java,thaumcraft.api.crafting,IInfusionStabiliser,14,9e0a5f62ef0a21dc78c7a60b2402fceec8196302
thaumcraft/api/crafting/InfusionEnchantmentRecipe.java,thaumcraft.api.crafting,InfusionEnchantmentRecipe,159,e570a42a7dfe9d5538de01fc67a93a007c58a3f9
thaumcraft/api/crafting/InfusionRecipe.java,thaumcraft.api.crafting,InfusionRecipe,139,f9100c10fc35eda3a563e4a8ca78219cd87edf2e
thaumcraft/api/crafting/ShapedArcaneRecipe.java,thaumcraft.api.crafting,ShapedArcaneRecipe,267,219782cccb69a2fc46f3c324a98887320e10f3e3
thaumcraft/api/crafting/ShapelessArcaneRecipe.java,thaumcraft.api.crafting,ShapelessArcaneRecipe,167,6344cde75eddb225de7d9851e458d3eb042c724f
thaumcraft/api/damagesource/DamageSourceIndirectThaumcraftEntity.java,thaumcraft.api.damagesource,DamageSourceIndirectThaumcraftEntity,38,0dde9f9ca2ede3bc0eefb6ad49b945eb476a3887
thaumcraft/api/damagesource/DamageSourceThaumcraft.java,thaumcraft.api.damagesource,DamageSourceThaumcraft,52,a02e134426ec2c7b9992de9a98aa3ecb64a4223f
thaumcraft/api/entities/IEldritchMob.java,thaumcraft.api.entities,IEldritchMob,9,fd2a034b4edef9bbf96202ecc2d6613c999be729
thaumcraft/api/entities/ITaintedMob.java,thaumcraft.api.entities,ITaintedMob,9,1307863330b9d1499f55fcf48e6061de35511752
thaumcraft/api/internal/DummyInternalMethodHandler.java,thaumcraft.api.internal,DummyInternalMethodHandler,77,3f1af862e4e39e717e9fba86200c1e8e5bf1579b
thaumcraft/api/internal/IInternalMethodHandler.java,thaumcraft.api.internal,IInternalMethodHandler,42,fcf779008fe4163bec6b3e74a57fa49a9b54497e
thaumcraft/api/internal/WeightedRandomLoot.java,thaumcraft.api.internal,WeightedRandomLoot,29,42fb92bec5edee32980e77ab4c946cc7a7c09761
thaumcraft/api/nodes/INode.java,thaumcraft.api.nodes,INode,31,f0c402b612b7ee43f8cb019d233c16ed3fb52b00
thaumcraft/api/nodes/IRevealer.java,thaumcraft.api.nodes,IRevealer,15,da376eb4f21da553bb59652550af978a3a8569b7
thaumcraft/api/nodes/NodeModifier.java,thaumcraft.api.nodes,NodeModifier,14,6d5e5a5f9ce2b8d91bd9126b6ff27c051c10466c
thaumcraft/api/nodes/NodeType.java,thaumcraft.api.nodes,NodeType,14,b9b33ffa7cb84e5e08b2a9110bf97e41c91d1070
thaumcraft/api/package-info.java,thaumcraft.api,package-info,12,d95a3af35cced8c99703abbbb1e27640824666e3
thaumcraft/api/potions/PotionFluxTaint.java,thaumcraft.api.potions,PotionFluxTaint,72,c93eb2bf51ca4636ebcc8eb34372f2d344309e3a
thaumcraft/api/potions/PotionVisExhaust.java,thaumcraft.api.potions,PotionVisExhaust,49,ce13b734c750d79e418cb36602b9f4ddfff95109
thaumcraft/api/research/IScanEventHandler.java,thaumcraft.api.research,IScanEventHandler,16,a109088bba76f454fc0ea486effb1e7a220f4ef2
thaumcraft/api/research/ResearchCategories.java,thaumcraft.api.research,ResearchCategories,107,3c496e618e83f587fd9e6e948c7cdf24c8ae662d
thaumcraft/api/research/ResearchCategoryList.java,thaumcraft.api.research,ResearchCategoryList,39,536332b4714b8c6eb4e7b1c01da7b533dce9f814
thaumcraft/api/research/ResearchItem.java,thaumcraft.api.research,ResearchItem,374,114b3359e6417c01dfe4c432102f21fd018189e3
thaumcraft/api/research/ResearchPage.java,thaumcraft.api.research,ResearchPage,197,124aff1daee4bd5829c40307a31447c042ceeee5
thaumcraft/api/research/ScanResult.java,thaumcraft.api.research,ScanResult,44,26559db7496af739cb76d36e8d07dddf9448dda3
thaumcraft/api/visnet/TileVisNode.java,thaumcraft.api.visnet,TileVisNode,192,d5174f16aecb7cb66977af72b4b122fe375f3977
thaumcraft/api/visnet/VisNetHandler.java,thaumcraft.api.visnet,VisNetHandler,258,7f303a3d6d22fc0bc050819e0c64d9f7003ff868
thaumcraft/api/wands/FocusUpgradeType.java,thaumcraft.api.wands,FocusUpgradeType,115,d29cd8363ffe76ab57cba514e318117624b0e029
thaumcraft/api/wands/IWandFocus.java,thaumcraft.api.wands,IWandFocus,42,deb66a0043a03d9bfbfb1ab42fe26256ddfaae94
thaumcraft/api/wands/IWandRodOnUpdate.java,thaumcraft.api.wands,IWandRodOnUpdate,15,d1d0bd429e9135f42eefa93e1b59a26b88b062ba
thaumcraft/api/wands/IWandTriggerManager.java,thaumcraft.api.wands,IWandTriggerManager,16,059dc664ca3e8818e1602c2465b9ee45f5f14eec
thaumcraft/api/wands/IWandable.java,thaumcraft.api.wands,IWandable,22,52eb2f2dede56eaa4a79ec9e7d980e28458d5e59
thaumcraft/api/wands/ItemFocusBasic.java,thaumcraft.api.wands,ItemFocusBasic,279,7488ead75a59ee4060b996311db0d68463fd9254
thaumcraft/api/wands/StaffRod.java,thaumcraft.api.wands,StaffRod,52,6a2134ae7872bff58568cb120c9c41e7864ed9b0
thaumcraft/api/wands/WandCap.java,thaumcraft.api.wands,WandCap,130,a991887ed276b68b5f09af69b39c92ac172f2770
thaumcraft/api/wands/WandRod.java,thaumcraft.api.wands,WandRod,160,d38912b96f0708c131b39951c99b37c9ce8e89ff
thaumcraft/api/wands/WandTriggerRegistry.java,thaumcraft.api.wands,WandTriggerRegistry,131,bf0795ab5619c56980f2b6896ec5b93018f18b9f
thaumcraft/client/ClientProxy.java,thaumcraft.client,ClientProxy,1319,bcaeb7b1a8a9c5a576d8f204657d40573b08f8e5
thaumcraft/client/ThaumcraftGuiFactory.java,thaumcraft.client,ThaumcraftGuiFactory,42,4b7106709493b208d830da0bd7b5843b7b56c52b
thaumcraft/client/fx/ParticleEngine.java,thaumcraft.client.fx,ParticleEngine,203,f96fb0cd7fad9cb7e6c5d8b24905cf0d438d98f1
thaumcraft/client/fx/WRMat4.java,thaumcraft.client.fx,WRMat4,62,94d318f1053ef7104b14cde3feee97c484d277ef
thaumcraft/client/fx/WRVector3.java,thaumcraft.client.fx,WRVector3,153,56d33188ce4b109e519c6d597791e3b60d1624fc
thaumcraft/client/fx/beams/FXArc.java,thaumcraft.client.fx.beams,FXArc,186,5e0165fe8b37ec45664d439d15d6e45ea9a0ebf9
thaumcraft/client/fx/beams/FXBeam.java,thaumcraft.client.fx.beams,FXBeam,295,4ae77147e113021e4a183c632dc619580bb45c3b
thaumcraft/client/fx/beams/FXBeamBore.java,thaumcraft.client.fx.beams,FXBeamBore,281,c90936788b688744f0d38d9a94cd8f80d98273eb
thaumcraft/client/fx/beams/FXBeamGolemBoss.java,thaumcraft.client.fx.beams,FXBeamGolemBoss,315,35fb02aa7c91656f59589329b2ce3d42ac7b60a3
thaumcraft/client/fx/beams/FXBeamPower.java,thaumcraft.client.fx.beams,FXBeamPower,269,d8018ce84f664b6f05255f94512dc330d6e52a10
thaumcraft/client/fx/beams/FXBeamWand.java,thaumcraft.client.fx.beams,FXBeamWand,380,f4bba14cef680eb2de3e292931df6f7088d254b3
thaumcraft/client/fx/bolt/FXLightningBolt.java,thaumcraft.client.fx.bolt,FXLightningBolt,274,8096d473b01513e71b8be388348ff37bef614a6e
thaumcraft/client/fx/bolt/FXLightningBoltCommon.java,thaumcraft.client.fx.bolt,FXLightningBoltCommon,374,48d112ee53ce48777f70686e4be0798c51b36114
thaumcraft/client/fx/other/FXBlockWard.java,thaumcraft.client.fx.other,FXBlockWard,137,6ff01e6f4218921820b6a7c050103b3b77ca18cf
thaumcraft/client/fx/other/FXShieldRunes.java,thaumcraft.client.fx.other,FXShieldRunes,123,91f387e625463408534a3f9ff6a8fc5dfa73cd7d
thaumcraft/client/fx/other/FXSonic.java,thaumcraft.client.fx.other,FXSonic,120,7ff333ffc10894c1ace213b9b41b29c15f2ddf7c
thaumcraft/client/fx/particles/FXBlockRunes.java,thaumcraft.client.fx.particles,FXBlockRunes,128,cafd1ad4ab63416e8433140e4dc8cce774c78e2f
thaumcraft/client/fx/particles/FXBoreParticles.java,thaumcraft.client.fx.particles,FXBoreParticles,351,41ec981ee665736d974c84f9bbdef170200b3294
thaumcraft/client/fx/particles/FXBoreSparkle.java,thaumcraft.client.fx.particles,FXBoreSparkle,255,c1438d84d2830bed3bde0baedc8ca918b2fdad53
thaumcraft/client/fx/particles/FXBreaking.java,thaumcraft.client.fx.particles,FXBreaking,81,460c6d940056abb2b8fe20b551aea2efbf3be75e
thaumcraft/client/fx/particles/FXBubble.java,thaumcraft.client.fx.particles,FXBubble,129,4228f6a92cd936abc7b2e85acfea71ec5becfa9c
thaumcraft/client/fx/particles/FXBubbleAlt.java,thaumcraft.client.fx.particles,FXBubbleAlt,113,3bb187a22aa16a6955f608a3c5d4375983878ea0
thaumcraft/client/fx/particles/FXBurst.java,thaumcraft.client.fx.particles,FXBurst,109,c70d3f94d9374ad9096c6caecc52ab5a11f78de1
thaumcraft/client/fx/particles/FXDrop.java,thaumcraft.client.fx.particles,FXDrop,461,e25a5c97c94bfaacc9658d4ec8e1b731c9c5707d
thaumcraft/client/fx/particles/FXEssentiaTrail.java,thaumcraft.client.fx.particles,FXEssentiaTrail,272,4ec43113de527301dfd0b487481b6add0a173acd
thaumcraft/client/fx/particles/FXGeneric.java,thaumcraft.client.fx.particles,FXGeneric,83,ebbba1712ac582ae5f41c2dd2bb42728e1ac3e37
thaumcraft/client/fx/particles/FXScorch.java,thaumcraft.client.fx.particles,FXScorch,149,3b9f9e4e338d6870d4cb32ba0be9b13327ca518d
thaumcraft/client/fx/particles/FXSlimyBubble.java,thaumcraft.client.fx.particles,FXSlimyBubble,106,9d0f91ea4c983cacc0aa2af82179f53ad1d56233
thaumcraft/client/fx/particles/FXSmokeSpiral.java,thaumcraft.client.fx.particles,FXSmokeSpiral,196,38a007b0eff28df94f464d00e9a432005520d18b
thaumcraft/client/fx/particles/FXSmokeTrail.java,thaumcraft.client.fx.particles,FXSmokeTrail,250,9fc97a19d2db114fae9ab9115641d81f612aef97
thaumcraft/client/fx/particles/FXSpark.java,thaumcraft.client.fx.particles,FXSpark,100,09371b90ad7c19440b0f1760159abcf902a09c39
thaumcraft/client/fx/particles/FXSparkle.java,thaumcraft.client.fx.particles,FXSparkle,319,6fafbe667b2c84260caa0722f67cf400c4b85aac
thaumcraft/client/fx/particles/FXSparkleTrail.java,thaumcraft.client.fx.particles,FXSparkleTrail,247,c440d9ef3951d3cf88028946e2b8c33a1e5b5fd2
thaumcraft/client/fx/particles/FXSwarm.java,thaumcraft.client.fx.particles,FXSwarm,345,ecc55262a503a888be5001cf13879867f3514322
thaumcraft/client/fx/particles/FXVent.java,thaumcraft.client.fx.particles,FXVent,141,1491761a1c79104e27398364c386beebc9123bd6
thaumcraft/client/fx/particles/FXVisSparkle.java,thaumcraft.client.fx.particles,FXVisSparkle,146,5847a9f4a7bcb948dfb04dc8e16487e5d5627498
thaumcraft/client/fx/particles/FXWisp.java,thaumcraft.client.fx.particles,FXWisp,353,36a93d35887bfee36017108923328ab0248cd02f
thaumcraft/client/fx/particles/FXWispArcing.java,thaumcraft.client.fx.particles,FXWispArcing,138,faad22cdf5cba6aaab6448b946055a27157df85e
thaumcraft/client/fx/particles/FXWispEG.java,thaumcraft.client.fx.particles,FXWispEG,229,53e3bac5c71cda46bc63d062c951d2ec823307ae
thaumcraft/client/gui/GuiAlchemyFurnace.java,thaumcraft.client.gui,GuiAlchemyFurnace,72,ee42382c77949dcc806aa77cb752c8ab8d3e6b4b
thaumcraft/client/gui/GuiArcaneBore.java,thaumcraft.client.gui,GuiArcaneBore,98,f9d930e1cee79b5f3af0653a300f7b1afccd0ba9
thaumcraft/client/gui/GuiArcaneWorkbench.java,thaumcraft.client.gui,GuiArcaneWorkbench,134,e85b44b747911571c24943d214511a6b8f938fea
thaumcraft/client/gui/GuiDeconstructionTable.java,thaumcraft.client.gui,GuiDeconstructionTable,115,e9daa29b9cef501ee65e650352cf4b7e4bfdece4
thaumcraft/client/gui/GuiFocalManipulator.java,thaumcraft.client.gui,GuiFocalManipulator,516,6dc29549719249313400fa0fbb8ad73e6bb4a368
thaumcraft/client/gui/GuiFocusPouch.java,thaumcraft.client.gui,GuiFocusPouch,65,435a2a2e1d120e61d04e3c4cf58b294bb7a99b61
thaumcraft/client/gui/GuiGolem.java,thaumcraft.client.gui,GuiGolem,534,99ab75d0fd5d273669c04a7378092b33803ae70d
thaumcraft/client/gui/GuiHandMirror.java,thaumcraft.client.gui,GuiHandMirror,52,32700d7ab31fb995bb38200a39e0a6e823908052
thaumcraft/client/gui/GuiHoverHarness.java,thaumcraft.client.gui,GuiHoverHarness,58,50bea18cec77340d57ddfb118449b802ca028394
thaumcraft/client/gui/GuiMagicBox.java,thaumcraft.client.gui,GuiMagicBox,61,dc8db1bf69183e67d53c641214c880b84aa14bf8
thaumcraft/client/gui/GuiPech.java,thaumcraft.client.gui,GuiPech,98,f385e5c860a76195e58a04ac32afac1a781fb05f
thaumcraft/client/gui/GuiResearchBrowser.java,thaumcraft.client.gui,GuiResearchBrowser,1076,8dbddb3d6a63214217ebbfa4f01751a688ba9e1e
thaumcraft/client/gui/GuiResearchPopup.java,thaumcraft.client.gui,GuiResearchPopup,164,6886ad6e001baf24413ed757c4370f83edcd532a
thaumcraft/client/gui/GuiResearchRecipe.java,thaumcraft.client.gui,GuiResearchRecipe,1749,eec211e5f12b39309c51f7e2d631b24cc297d8c1
thaumcraft/client/gui/GuiResearchTable.java,thaumcraft.client.gui,GuiResearchTable,967,6f63ab87e87903228ee87c6f0d8c9e721ace155e
thaumcraft/client/gui/GuiSpa.java,thaumcraft.client.gui,GuiSpa,194,73f5a9cabe853c524315f73214c2307d1f8d622c
thaumcraft/client/gui/GuiThaumatorium.java,thaumcraft.client.gui,GuiThaumatorium,324,e1a4dcf5b5719cb8b22bf06947b6328f774c887c
thaumcraft/client/gui/GuiTravelingTrunk.java,thaumcraft.client.gui,GuiTravelingTrunk,107,504fd520bed3668de20761b2b290a99b20f329aa
thaumcraft/client/gui/MappingThread.java,thaumcraft.client.gui,MappingThread,53,f06738da048c9a3e7874cdb00ec5fa2373d350d0
thaumcraft/client/gui/ThaumcraftGuiConfig.java,thaumcraft.client.gui,ThaumcraftGuiConfig,46,9ed8e3a0b837d7af669cd9839d4f528c08ad0692
thaumcraft/client/lib/ClientTickEventsFML.java,thaumcraft.client.lib,ClientTickEventsFML,881,ee01e57afad6557446e4ad461abcbb56b68fcaec
thaumcraft/client/lib/PlayerNotifications.java,thaumcraft.client.lib,PlayerNotifications,102,f23c24a7a7adb345adc8ac7cc43f20991f9a4c34
thaumcraft/client/lib/QuadHelper.java,thaumcraft.client.lib,QuadHelper,45,610d92222a7638b0167ac63363e035553ff37066
thaumcraft/client/lib/REHNotifyHandler.java,thaumcraft.client.lib,REHNotifyHandler,227,bf92d845465d2d05cb79b3bf425fb4dae355b6d8
thaumcraft/client/lib/REHWandHandler.java,thaumcraft.client.lib,REHWandHandler,543,06c96ef7c8b3c1cf2fa3dbe6eb724362b6f10a9a
thaumcraft/client/lib/RenderEventHandler.java,thaumcraft.client.lib,RenderEventHandler,961,07360034a0c31ce04d97501b93052e72e1bebecc
thaumcraft/client/lib/TCFontRenderer.java,thaumcraft.client.lib,TCFontRenderer,1160,24ea9325f75de3d6fc1b1f1829a82aca772efca0
thaumcraft/client/lib/UtilsFX.java,thaumcraft.client.lib,UtilsFX,1134,a2e9366d09d705986cb9a36a89663508cb84c6de
thaumcraft/client/renderers/block/BlockArcaneFurnaceRenderer.java,thaumcraft.client.renderers.block,BlockArcaneFurnaceRenderer,95,2978d87482943b34d1545831088de3ccd6a84d43
thaumcraft/client/renderers/block/BlockCandleRenderer.java,thaumcraft.client.renderers.block,BlockCandleRenderer,91,093234985e20bd14aeb5fad5c54977d30e5096a6
thaumcraft/client/renderers/block/BlockChestHungryRenderer.java,thaumcraft.client.renderers.block,BlockChestHungryRenderer,46,3b633f26b46ad7ebd4383a36c6a394d6fab92cf0
thaumcraft/client/renderers/block/BlockCosmeticOpaqueRenderer.java,thaumcraft.client.renderers.block,BlockCosmeticOpaqueRenderer,80,86dc685e0386a1366c405417bc3371f2d4f8eb0b
thaumcraft/client/renderers/block/BlockCrystalRenderer.java,thaumcraft.client.renderers.block,BlockCrystalRenderer,58,30f5def668f21df273e8e7359de8fd0ed2bd3b78
thaumcraft/client/renderers/block/BlockCustomOreRenderer.java,thaumcraft.client.renderers.block,BlockCustomOreRenderer,92,8a20eb663118a065d93f8c80524d8ef3a7ed1a17
thaumcraft/client/renderers/block/BlockEldritchRenderer.java,thaumcraft.client.renderers.block,BlockEldritchRenderer,77,af3d8d14c4cd71aff9deb7c16b3d79f4ed5b8ed7
thaumcraft/client/renderers/block/BlockEssentiaReservoirRenderer.java,thaumcraft.client.renderers.block,BlockEssentiaReservoirRenderer,57,3c3c674ca731772a6fb7512cb4fbec951323deeb
thaumcraft/client/renderers/block/BlockGasRenderer.java,thaumcraft.client.renderers.block,BlockGasRenderer,347,b0791e09152bfcd458dfc23c735cf4f4f6a3dea2
thaumcraft/client/renderers/block/BlockJarRenderer.java,thaumcraft.client.renderers.block,BlockJarRenderer,88,c6c69c194780fb2722e56003699a0775d75a366a
thaumcraft/client/renderers/block/BlockLifterRenderer.java,thaumcraft.client.renderers.block,BlockLifterRenderer,97,c03b7e89c4b98d15a1f5c1810827b96aa0973ace
thaumcraft/client/renderers/block/BlockLootCrateRenderer.java,thaumcraft.client.renderers.block,BlockLootCrateRenderer,44,6248bc381af22b177586fa50c9e05851806f328e
thaumcraft/client/renderers/block/BlockLootUrnRenderer.java,thaumcraft.client.renderers.block,BlockLootUrnRenderer,52,b84ab67efd791c6ed4f7cbc5e30d256c51f11790
thaumcraft/client/renderers/block/BlockMetalDeviceRenderer.java,thaumcraft.client.renderers.block,BlockMetalDeviceRenderer,222,e7c444339a3548492b181025e2290d765a6deded
thaumcraft/client/renderers/block/BlockRenderer.java,thaumcraft.client.renderers.block,BlockRenderer,141,3e585fcb75089d4ab0038e3eeea8e2ed958491eb
thaumcraft/client/renderers/block/BlockStoneDeviceRenderer.java,thaumcraft.client.renderers.block,BlockStoneDeviceRenderer,284,7af1ba142e82cf9b82bbcd0709267247115830e6
thaumcraft/client/renderers/block/BlockTableRenderer.java,thaumcraft.client.renderers.block,BlockTableRenderer,67,b6b81f8b9e8e7c39cba7f963c2084e545ce33a18
thaumcraft/client/renderers/block/BlockTaintFibreRenderer.java,thaumcraft.client.renderers.block,BlockTaintFibreRenderer,146,c4aed0ba63206d401b7884278516919a65fdfcfd
thaumcraft/client/renderers/block/BlockTaintRenderer.java,thaumcraft.client.renderers.block,BlockTaintRenderer,80,e0d33c3b1403f1a2c76be19d9cdc3905f587cfff
thaumcraft/client/renderers/block/BlockTubeRenderer.java,thaumcraft.client.renderers.block,BlockTubeRenderer,245,6693ce907f0ee5d30d897c3cfd422902ac5d5dad
thaumcraft/client/renderers/block/BlockWardedRenderer.java,thaumcraft.client.renderers.block,BlockWardedRenderer,37,5ac202cf0f9d91039ee936e5520529b7d06ad64e
thaumcraft/client/renderers/block/BlockWoodenDeviceRenderer.java,thaumcraft.client.renderers.block,BlockWoodenDeviceRenderer,185,d6c490dc9728cdd64fd6c28b8040471b6a7deba5
thaumcraft/client/renderers/entity/RenderAlumentum.java,thaumcraft.client.renderers.entity,RenderAlumentum,42,49b0aa5fdb839d46d3e6c9e1825811e9dea2995a
thaumcraft/client/renderers/entity/RenderAspectOrb.java,thaumcraft.client.renderers.entity,RenderAspectOrb,105,2e687080c9c65518cca95323979b073c6c6889d3
thaumcraft/client/renderers/entity/RenderBrainyZombie.java,thaumcraft.client.renderers.entity,RenderBrainyZombie,75,3bf06820454715e7b4d399aabdd4eced53f8892a
thaumcraft/client/renderers/entity/RenderCultist.java,thaumcraft.client.renderers.entity,RenderCultist,195,28b669ce7cd4c0f45ec27cda00ffa5b7c5384de5
thaumcraft/client/renderers/entity/RenderCultistPortal.java,thaumcraft.client.renderers.entity,RenderCultistPortal,139,929eff3995cf7ac2db4c27e65325725c2cd6c951
thaumcraft/client/renderers/entity/RenderDart.java,thaumcraft.client.renderers.entity,RenderDart,103,fde4ae05a2ac9d607e5c2cb3785c58787546cbb3
thaumcraft/client/renderers/entity/RenderEldritchCrab.java,thaumcraft.client.renderers.entity,RenderEldritchCrab,74,57bc4f544b38adc98117a73ffd1844ec9a72b83f
thaumcraft/client/renderers/entity/RenderEldritchGolem.java,thaumcraft.client.renderers.entity,RenderEldritchGolem,82,e35e9b89880ae1322c73c2e7d572dc3103a5c23b
thaumcraft/client/renderers/entity/RenderEldritchGuardian.java,thaumcraft.client.renderers.entity,RenderEldritchGuardian,102,088f474a1e8c0efc1b9451c16c45ec4552b1a59c
thaumcraft/client/renderers/entity/RenderEldritchOrb.java,thaumcraft.client.renderers.entity,RenderEldritchOrb,136,394785469ebf47a041d40a89337b49985c2e08be
thaumcraft/client/renderers/entity/RenderElectricOrb.java,thaumcraft.client.renderers.entity,RenderElectricOrb,94,88c2994b44af02ed7acf34e7bd5950e20c6c3966
thaumcraft/client/renderers/entity/RenderEmber.java,thaumcraft.client.renderers.entity,RenderEmber,96,17d756d692f5b102e96f5589d92a2571b25cba75
thaumcraft/client/renderers/entity/RenderExplosiveOrb.java,thaumcraft.client.renderers.entity,RenderExplosiveOrb,91,59c72c82d313e89bc15ad4864559b19f1414b04f
thaumcraft/client/renderers/entity/RenderFallingTaint.java,thaumcraft.client.renderers.entity,RenderFallingTaint,78,ade2283e72986827ae53c76b0d9b139012c0cac4
thaumcraft/client/renderers/entity/RenderFireBat.java,thaumcraft.client.renderers.entity,RenderFireBat,133,6d1daa5fb564d9f195321294757b3d93a63e0fd7
thaumcraft/client/renderers/entity/RenderFollowingItem.java,thaumcraft.client.renderers.entity,RenderFollowingItem,77,d04102412716f1861ca307f22ddfc283e02602e4
thaumcraft/client/renderers/entity/RenderFrostShard.java,thaumcraft.client.renderers.entity,RenderFrostShard,75,b8e8f97723e445f6be3e82088a193aeaa46b2a55
thaumcraft/client/renderers/entity/RenderGolemBase.java,thaumcraft.client.renderers.entity,RenderGolemBase,345,2b70fe4f0a4ff965cd220e78a4170958edbda603
thaumcraft/client/renderers/entity/RenderGolemBobber.java,thaumcraft.client.renderers.entity,RenderGolemBobber,123,fa9cb0989e68f3411ab46714aa865153b4f2a1ea
thaumcraft/client/renderers/entity/RenderInhabitedZombie.java,thaumcraft.client.renderers.entity,RenderInhabitedZombie,65,bb2078a82a761d66034e05303fd75aedf95fc1b9
thaumcraft/client/renderers/entity/RenderMindSpider.java,thaumcraft.client.renderers.entity,RenderMindSpider,168,2ffa28d82628bc3d01f02b6f233330a0f74295b0
thaumcraft/client/renderers/entity/RenderPech.java,thaumcraft.client.renderers.entity,RenderPech,210,cb01de9dedf79a70ffb5ff6df0680cfc054627c7
thaumcraft/client/renderers/entity/RenderPechBlast.java,thaumcraft.client.renderers.entity,RenderPechBlast,42,ce89e51ecd2c82f7fdd3fda77e1a544b0bc7e13d
thaumcraft/client/renderers/entity/RenderPrimalArrow.java,thaumcraft.client.renderers.entity,RenderPrimalArrow,177,e05d8199d3ec244bebb2d6dd96c542cc7e501744
thaumcraft/client/renderers/entity/RenderPrimalOrb.java,thaumcraft.client.renderers.entity,RenderPrimalOrb,132,b8454a8ee719e5d8b93bd8a650601b64be2e31af
thaumcraft/client/renderers/entity/RenderSpecialItem.java,thaumcraft.client.renderers.entity,RenderSpecialItem,137,42c8015e11f30498e79c7217ae055f123261a7ba
thaumcraft/client/renderers/entity/RenderTaintChicken.java,thaumcraft.client.renderers.entity,RenderTaintChicken,68,d86a67ccd37d71d8c493c3b5bf3fb1bb93f68cc6
thaumcraft/client/renderers/entity/RenderTaintCow.java,thaumcraft.client.renderers.entity,RenderTaintCow,50,de9a7b8eb97bb71a7fa43dbc2371ea028d9e6c77
thaumcraft/client/renderers/entity/RenderTaintCreeper.java,thaumcraft.client.renderers.entity,RenderTaintCreeper,128,54276d1d69dedbb75c3f676d07265b35b16000c5
thaumcraft/client/renderers/entity/RenderTaintPig.java,thaumcraft.client.renderers.entity,RenderTaintPig,46,e71f28aae41631a676e6c1198e716841a9ce7b2f
thaumcraft/client/renderers/entity/RenderTaintSheep.java,thaumcraft.client.renderers.entity,RenderTaintSheep,78,ed68d2c4edd9b0f35956a5fa4a3f72dfc44e3194
