item_model,parent,builtin_entity,gui,ground,fixed,firstperson_righthand,firstperson_lefthand,thirdperson_righthand,thirdperson_lefthand,head,runtime_status,priority
item/aspect_ordo.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P2
item/aspect_perditio.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P2
item/aspect_praecantatio.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P2
item/aspect_terra.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P2
item/aspect_vitreus.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P2
item/aura_node.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P0
item/aura_node_aer.json,thaumcraft:block/aura_node_aer,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P0
item/aura_node_aqua.json,thaumcraft:block/aura_node_aqua,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P0
item/aura_node_ignis.json,thaumcraft:block/aura_node_ignis,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P0
item/aura_node_ordo.json,thaumcraft:block/aura_node_ordo,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P0
item/aura_node_perditio.json,thaumcraft:block/aura_node_perditio,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P0
item/aura_node_terra.json,thaumcraft:block/aura_node_terra,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P0
item/avaritia_creative_wand.json,minecraft:builtin/entity,True,CUSTOM_RENDERER,CUSTOM_RENDERER,CUSTOM_RENDERER,CUSTOM_RENDERER,CUSTOM_RENDERER,CUSTOM_RENDERER,CUSTOM_RENDERER,CUSTOM_RENDERER,NOT_TESTED,P0
item/awakened_crimson_key.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P0
item/balanced_shard.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/bellows.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/bottomless_pouch.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/cinnabar_ore.json,thaumcraft:block/cinnabar_ore,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/coalescence_core.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/crafting_aspect.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P2
item/creative_essentia_cell.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/crimson_key.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P0
item/crimson_plate_boots.json,item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P0
item/crimson_plate_chest.json,item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P0
item/crimson_plate_helm.json,item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P0
item/crimson_plate_legs.json,item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P0
item/crucible.json,thaumcraft:block/crucible,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/deconstruction_table.json,thaumcraft:block/deconstruction_table,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/diffusion_core.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/digital_essentia_cell_16k.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/digital_essentia_cell_1k.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/digital_essentia_cell_4k.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/digital_essentia_cell_64k.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/distillation_pattern_encoder.json,thaumcraft:block/distillation_pattern_encoder,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/eldritch_altar.json,thaumcraft:block/eldritch_altar,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/eldritch_cap.json,thaumcraft:block/eldritch_cap,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/eldritch_crab_spawner.json,thaumcraft:block/eldritch_crab_spawner,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/eldritch_crust.json,thaumcraft:block/eldritch_crust,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/eldritch_crystal.json,thaumcraft:block/eldritch_crystal,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/eldritch_decorative.json,thaumcraft:block/eldritch_decorative,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/eldritch_door.json,thaumcraft:block/eldritch_door,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/eldritch_eye.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/eldritch_guardian_core.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/eldritch_lock.json,thaumcraft:block/eldritch_lock,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/eldritch_obelisk.json,thaumcraft:block/eldritch_obelisk,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/eldritch_portal.json,thaumcraft:block/eldritch_portal,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/eldritch_relic.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/eldritch_stone.json,thaumcraft:block/eldritch_stone,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/eldritch_trap.json,thaumcraft:block/eldritch_trap,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/encoded_essentia_pattern.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/essentia_acceleration_card.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/essentia_capacity_upgrade.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/essentia_cell_casing.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/essentia_cell_workbench.json,thaumcraft:block/essentia_cell_workbench,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/essentia_conversion_monitor.json,thaumcraft:block/essentia_conversion_monitor,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/essentia_crystalizer.json,thaumcraft:block/essentia_crystalizer,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/essentia_digitizer_core.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/essentia_drive.json,thaumcraft:block/essentia_drive,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/essentia_export_bus.json,thaumcraft:block/essentia_export_bus,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/essentia_fuzzy_card.json,minecraft:item/generated,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/essentia_import_bus.json,thaumcraft:block/essentia_import_bus,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/essentia_interface.json,thaumcraft:block/essentia_interface,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P1
item/essentia_jar.json,minecraft:builtin/entity,True,CUSTOM_RENDERER,CUSTOM_RENDERER,CUSTOM_RENDERER,CUSTOM_RENDERER,CUSTOM_RENDERER,CUSTOM_RENDERER,CUSTOM_RENDERER,CUSTOM_RENDERER,NOT_TESTED,P0
item/essentia_jar_aer.json,thaumcraft:block/essentia_jar_aer,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P0
item/essentia_jar_aqua.json,thaumcraft:block/essentia_jar_aqua,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P0
item/essentia_jar_ignis.json,thaumcraft:block/essentia_jar_ignis,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P0
item/essentia_jar_ordo.json,thaumcraft:block/essentia_jar_ordo,False,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,INHERITED_DEFAULT,NOT_TESTED,P0
